Season,Name,Team,Spd,GB/FB,LD%,GB%,FB%,IFFB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,maxEV,HardHit%,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,wOBA,K%,BB%,NameASCII,PlayerId,MLBAMID
2018,Stephen Piscotty,OAK,2.589572152,1.361111111,0.221967963,0.448512585,0.32951945,0.048611111,0.3936,0.3684,0.238,0.1281,0.4462,0.4256,88.53225806,13.21944754,0.087,111.642,0.3844,0.3772,0.7364,0.5325,0.5948,0.871,0.76,0.4324,0.6496,0.1278,0.1375,0.2653,0.350704559,0.188429752,0.069421487,Stephen Piscotty,13367,572039
2018,José Ramírez,CLE,6.187422316,0.727272727,0.206759443,0.333996023,0.459244532,0.129870129,0.5,0.3016,0.1984,0.1825,0.4563,0.3611,89.00914634,18.98038538,0.0694,110.214,0.3452,0.2226,0.6232,0.3845,0.794,0.9206,0.8769,0.4042,0.5301,0.0473,0.1842,0.2315,0.391486156,0.11461318,0.151862464,Jose Ramirez,13510,608070
2018,Jesse Winker,CIN,1.055555553,1.240506329,0.240343347,0.420600858,0.339055793,0.088607594,0.3713,0.3713,0.2574,0.1181,0.443,0.4388,90.91845494,13.58463507,0.0591,114.084,0.4219,0.2224,0.6525,0.4076,0.7044,0.9235,0.8555,0.4307,0.5419,0.0589,0.1815,0.2404,0.365631375,0.13772455,0.146706586,Jesse Winker,13590,608385
2018,José Peraza,CIN,5.711256428,0.961352657,0.255045871,0.365137614,0.379816513,0.077294685,0.3526,0.3596,0.2877,0.1877,0.5175,0.2947,85.8067986,15.00323486,0.0228,108.733,0.2351,0.3524,0.6755,0.4913,0.7614,0.9565,0.8767,0.4298,0.6193,0.0605,0.1729,0.2334,0.319087035,0.109809663,0.042459736,Jose Peraza,13593,606299
2018,Mallex Smith,TBR,7.744292687,1.957894736,0.248663101,0.497326203,0.254010695,0.052631578,0.289,0.3785,0.3325,0.1918,0.5371,0.2711,85.79492188,3.698689996,0.0102,104.717,0.2302,0.2958,0.7262,0.4888,0.6399,0.8286,0.7656,0.4485,0.6121,0.1145,0.1431,0.2576,0.339443867,0.180147058,0.086397058,Mallex Smith,13608,605480
2018,Mookie Betts,BOS,6.963847716,0.753846153,0.211981566,0.338709677,0.449308755,0.092307692,0.4724,0.3479,0.1797,0.1221,0.4332,0.4447,92.27814317,18.50016238,0.1313,110.635,0.5,0.1977,0.57,0.3563,0.7065,0.9298,0.8587,0.426,0.5619,0.0503,0.2196,0.2699,0.448896892,0.148208469,0.131921824,Mookie Betts,13611,605141
2018,Ketel Marte,ARI,5.843309047,1.765625,0.197278911,0.512471655,0.290249433,0.109375,0.3671,0.3919,0.241,0.2095,0.4302,0.3604,88.84578766,5.759066015,0.045,115.098,0.3649,0.2805,0.684,0.4548,0.7752,0.9036,0.8586,0.4318,0.5845,0.0643,0.1649,0.2292,0.330081857,0.136206896,0.093103448,Ketel Marte,13613,606466
2018,Jeimer Candelario,DET,3.995749262,1.025641025,0.177083333,0.416666666,0.40625,0.121794871,0.4661,0.3021,0.2318,0.2005,0.4479,0.3516,87.17827634,14.98557653,0.0573,112.713,0.3333,0.2857,0.6193,0.427,0.6227,0.8516,0.7634,0.4237,0.5541,0.101,0.1886,0.2896,0.310666306,0.258481421,0.106623586,Jeimer Candelario,13621,600869
2018,Chris Taylor,LAD,6.252079145,0.864285714,0.275,0.336111111,0.388888888,0.071428571,0.3785,0.3425,0.279,0.1326,0.4834,0.384,88.85754986,16.43270622,0.0773,111.472,0.3757,0.2583,0.7228,0.4735,0.5335,0.7853,0.7116,0.4634,0.6258,0.1366,0.1535,0.2901,0.334527421,0.294701986,0.091059602,Chris Taylor,13757,621035
2018,Travis Jankowski,SDP,6.523030211,2.923076923,0.218390804,0.582375478,0.199233716,0.076923076,0.3442,0.337,0.3188,0.2138,0.529,0.2572,85.61889456,3.336307075,0.0072,104.319,0.1884,0.2172,0.6088,0.399,0.6593,0.9186,0.8429,0.4642,0.6331,0.0627,0.2206,0.2832,0.302609787,0.18863049,0.095607235,Travis Jankowski,13768,608671
2018,Matt Duffy,TBR,3.860066978,2.654761904,0.253041362,0.542579075,0.204379562,0.083333333,0.293,0.3777,0.3293,0.1429,0.5472,0.3099,86.79562044,4.786277455,0.0121,104.881,0.2785,0.2976,0.6783,0.4626,0.7011,0.9247,0.8432,0.4333,0.6339,0.0725,0.1653,0.2378,0.323161934,0.166071428,0.083928571,Matt Duffy,13836,622110
2018,Joey Wendle,TBR,5.9947053,1.426356589,0.2175,0.46,0.3225,0.108527131,0.3598,0.3424,0.2978,0.1613,0.469,0.3697,88.7875,10.67477539,0.0273,110.114,0.3524,0.3589,0.6271,0.4649,0.7023,0.9145,0.8154,0.3953,0.5706,0.0858,0.1938,0.2797,0.337726025,0.176146788,0.067889908,Joey Wendle,13853,621563
2018,Devon Travis,TOR,4.551740229,1.717647058,0.211604095,0.498293515,0.290102389,0.14117647,0.3618,0.3276,0.3106,0.2082,0.4881,0.3038,88.289272,7.828062486,0.0512,111.477,0.3686,0.3165,0.6934,0.4849,0.668,0.9005,0.8166,0.4469,0.627,0.089,0.1729,0.2618,0.283431461,0.169312169,0.042328042,Devon Travis,13862,581527
2018,Addison Russell,CHC,3.986205245,1.283018867,0.246105919,0.423676012,0.330218068,0.141509433,0.3056,0.4012,0.2932,0.2068,0.5031,0.2901,86.66137315,11.83433043,0.0216,108.157,0.2654,0.3076,0.7066,0.4761,0.5657,0.8561,0.7477,0.4223,0.6215,0.1201,0.156,0.2761,0.290413355,0.212903225,0.086021505,Addison Russell,14106,608365
2018,Albert Almora Jr.,CHC,2.964419134,1.742857142,0.202216066,0.506925207,0.290858725,0.123809523,0.3821,0.3225,0.2954,0.2331,0.4932,0.2737,86.55888672,8.257278103,0.0108,109.974,0.2737,0.4188,0.7072,0.5426,0.638,0.8791,0.7729,0.4294,0.6827,0.1231,0.1486,0.2718,0.304624148,0.173277661,0.050104384,Albert Almora Jr.,14109,546991
2018,Joey Gallo,TEX,3.076772679,0.593103448,0.206185567,0.295532646,0.498281786,0.117241379,0.4505,0.314,0.2355,0.1263,0.3891,0.4846,94.33127282,21.91755933,0.2218,117.477,0.4915,0.3219,0.7438,0.4825,0.4701,0.7203,0.6169,0.3807,0.5962,0.1848,0.1222,0.3071,0.34309899,0.358752166,0.128249566,Joey Gallo,14128,608336
2018,Greg Bird,NYY,1.295254396,0.6875,0.164948453,0.340206185,0.49484536,0.09375,0.4697,0.3283,0.202,0.1313,0.4697,0.399,87.93247624,19.56402022,0.1061,107.868,0.3333,0.2819,0.6719,0.4548,0.6108,0.8442,0.7636,0.4432,0.6013,0.1075,0.174,0.2815,0.291415294,0.250803858,0.096463022,Greg Bird,14131,595885
2018,Daniel Robertson,TBR,2.583073761,1.666666666,0.188405797,0.507246376,0.304347826,0.111111111,0.4155,0.3333,0.2512,0.2222,0.43,0.3478,86.55168705,7.724637681,0.0483,107.016,0.3478,0.2571,0.5927,0.3923,0.5826,0.8761,0.7612,0.4028,0.6324,0.0936,0.2048,0.2984,0.353949633,0.226470588,0.126470588,Daniel Robertson,14145,621002
2018,Carlos Correa,HOU,3.711829078,1.231481481,0.201986754,0.44039735,0.357615894,0.092592592,0.3477,0.3344,0.3179,0.1788,0.5331,0.2881,88.17946761,11.64834453,0.0629,112.843,0.3344,0.2873,0.6283,0.4224,0.6465,0.8674,0.7767,0.3962,0.5556,0.0943,0.1887,0.283,0.313279141,0.237179487,0.113247863,Carlos Correa,14162,621043
2018,Yasiel Puig,LAD,4.810775247,1.182608695,0.213166144,0.426332288,0.360501567,0.173913043,0.4188,0.35,0.2313,0.2406,0.375,0.3844,89.47214943,12.10079145,0.1031,115.279,0.4031,0.3113,0.7153,0.4783,0.5905,0.898,0.7806,0.4133,0.6554,0.1049,0.1542,0.2591,0.348539927,0.195945945,0.081081081,Yasiel Puig,14225,624577
2018,Mitch Haniger,SEA,4.531728248,1.169696969,0.213186813,0.424175824,0.362637362,0.09090909,0.4484,0.367,0.1846,0.1604,0.4681,0.3714,90.17467132,12.72713682,0.0901,112.772,0.4286,0.2588,0.6253,0.4177,0.6106,0.8709,0.7795,0.4335,0.5827,0.092,0.19,0.282,0.366618105,0.216691068,0.102489019,Mitch Haniger,14274,571745
2018,Wilmer Difo,WSN,6.614144238,1.254545454,0.236923076,0.424615384,0.338461538,0.136363636,0.4084,0.3363,0.2553,0.2553,0.5345,0.2102,83.14814815,12.84145026,0.021,104.249,0.1892,0.3186,0.6831,0.4738,0.6657,0.858,0.7837,0.4259,0.5987,0.1024,0.1553,0.2577,0.280488142,0.179824561,0.085526315,Wilmer Difo,14320,594694
2018,Nick Williams,PHI,4.110773413,1.372340425,0.244067796,0.437288135,0.318644067,0.053191489,0.348,0.402,0.25,0.1689,0.5304,0.3007,88.78904243,10.56674654,0.0676,113.324,0.3716,0.3365,0.6878,0.4924,0.5423,0.8769,0.7497,0.4437,0.6406,0.1232,0.1643,0.2876,0.324483807,0.247767857,0.071428571,Nick Williams,14330,608384
2018,Matt Olson,OAK,2.257210474,0.833333333,0.210526315,0.358851674,0.430622009,0.15,0.42,0.3389,0.2411,0.1384,0.389,0.4726,93.26618705,18.13040739,0.1146,113.31,0.5203,0.2511,0.6963,0.4413,0.6724,0.7766,0.7426,0.4272,0.5409,0.1136,0.1561,0.2697,0.339811113,0.246969696,0.106060606,Matt Olson,14344,621566
2018,Lewis Brinson,MIA,4.509598513,1.658536585,0.167938931,0.519083969,0.312977099,0.073170731,0.447,0.3674,0.1856,0.1894,0.4242,0.3864,89.52873563,7.497739595,0.0868,113.586,0.3887,0.3749,0.7231,0.5285,0.5378,0.7639,0.6743,0.4411,0.6207,0.1722,0.1392,0.3114,0.247898835,0.295566502,0.041871921,Lewis Brinson,14352,621446
2018,Ronald Guzmán,TEX,3.361403973,1.09,0.217228464,0.4082397,0.374531835,0.1,0.3783,0.3521,0.2697,0.176,0.4944,0.3296,86.61992628,14.08759417,0.0599,111.311,0.3296,0.377,0.6901,0.5064,0.5395,0.8653,0.723,0.4133,0.6238,0.1403,0.1542,0.2945,0.311951832,0.28271028,0.077102803,Ronald Guzman,14388,608597
2018,Jake Cave,MIN,5.469182589,1.428571428,0.256830601,0.437158469,0.306010928,0,0.3548,0.4301,0.2151,0.086,0.5376,0.3763,89.21475303,10.45344252,0.1398,111.4,0.3817,0.3591,0.6581,0.4904,0.5418,0.8361,0.7152,0.439,0.6408,0.1396,0.1766,0.3162,0.332478555,0.330097087,0.058252427,Jake Cave,14477,595909
2018,Nomar Mazara,TEX,2.492927013,2.07,0.183510638,0.550531914,0.265957446,0.07,0.3803,0.367,0.2527,0.1835,0.4415,0.375,90.45159782,5.269042644,0.0798,117.09,0.4309,0.3346,0.6409,0.4614,0.6434,0.8517,0.7631,0.4138,0.5672,0.1093,0.1742,0.2835,0.323636537,0.21641791,0.074626865,Nomar Mazara,14553,608577
2018,Manuel Margot,SDP,5.581370691,1.158620689,0.199488491,0.429667519,0.370843989,0.172413793,0.3955,0.3552,0.2494,0.2015,0.4055,0.3929,89.42997012,11.50077469,0.0327,112.909,0.3652,0.2901,0.6496,0.4584,0.6576,0.8763,0.8027,0.4684,0.6204,0.0904,0.1871,0.2776,0.287964196,0.16955684,0.061657032,Manuel Margot,14712,622534
2018,JaCoby Jones,DET,7.29117686,1.29787234,0.239436619,0.429577464,0.330985915,0.14893617,0.4379,0.3448,0.2172,0.1655,0.4724,0.3621,88.84190003,12.68579533,0.0552,112.275,0.3552,0.3737,0.6886,0.5113,0.5389,0.8386,0.7152,0.4368,0.6595,0.1456,0.1586,0.3042,0.27402512,0.304068522,0.051391862,JaCoby Jones,14818,592444
2018,Daniel Palka,CHW,3.882033954,1.21,0.162878787,0.458333333,0.378787878,0.1,0.4545,0.3371,0.2083,0.2045,0.4318,0.3636,92.29657795,11.61469484,0.1439,118.36,0.4886,0.3464,0.6993,0.4894,0.4697,0.785,0.6522,0.4051,0.6147,0.1702,0.1463,0.3165,0.328941803,0.340757238,0.066815144,Daniel Palka,14897,594953
2018,Johan Camargo,ATL,2.289383159,1.267716535,0.197771587,0.448467966,0.353760445,0.16535433,0.4123,0.3343,0.2535,0.1866,0.4513,0.3621,87.98941287,12.58567017,0.0474,109.646,0.337,0.36,0.6966,0.4947,0.6667,0.8176,0.7517,0.4002,0.5763,0.1228,0.1496,0.2724,0.34625425,0.20610687,0.097328244,Johan Camargo,14950,622666
2018,Adam Engel,CHW,6.442059071,1,0.183673469,0.408163265,0.408163265,0.183333333,0.4545,0.3084,0.237,0.25,0.4935,0.2565,87.0448953,14.73119534,0.0227,113.354,0.3214,0.4011,0.6878,0.5269,0.5459,0.8258,0.7063,0.4389,0.6825,0.1547,0.1547,0.3093,0.269648609,0.27861771,0.038876889,Adam Engel,15082,641553
2018,Hunter Dozier,KCR,4.00516937,1.129032258,0.22047244,0.413385826,0.366141732,0.086021505,0.4134,0.3189,0.2677,0.1496,0.4016,0.4488,89.49683486,12.90731245,0.1024,112.914,0.4016,0.3555,0.6887,0.501,0.5213,0.8865,0.7405,0.4366,0.6108,0.1299,0.1562,0.2861,0.290505501,0.280927835,0.06185567,Hunter Dozier,15117,641531
2018,Trey Mancini,BAL,2.429274028,2.060869565,0.188940092,0.546082949,0.264976958,0.069565217,0.3802,0.3571,0.2627,0.2028,0.4608,0.3364,89.92171262,5.249630688,0.106,114.998,0.4217,0.3441,0.7044,0.4958,0.6347,0.8177,0.7442,0.4211,0.6195,0.1268,0.1558,0.2826,0.307795018,0.240566037,0.069182389,Trey Mancini,15149,641820
2018,Mitch Garver,MIN,2.648925096,1.057471264,0.225108225,0.398268398,0.376623376,0.149425287,0.3879,0.3448,0.2672,0.2155,0.3793,0.4052,88.97532806,12.72744606,0.0474,110.979,0.3879,0.2225,0.5755,0.386,0.6341,0.8689,0.7962,0.4632,0.5761,0.0787,0.2425,0.3212,0.324527783,0.214925373,0.086567164,Mitch Garver,15161,641598
2018,Tim Anderson,CHW,6.291203612,1.390070921,0.19952494,0.465558194,0.334916864,0.04964539,0.4444,0.2837,0.2719,0.1844,0.513,0.3026,85.817141,10.77656297,0.0473,112.475,0.279,0.4025,0.7257,0.5402,0.5827,0.8529,0.7374,0.4261,0.637,0.1418,0.1423,0.2841,0.294389627,0.245874587,0.04950495,Tim Anderson,15172,641313
2018,Chad Pinder,OAK,2.757325813,1.181818181,0.192307692,0.4375,0.370192307,0.09090909,0.3774,0.3679,0.2547,0.1321,0.4057,0.4623,91.26009428,14.00278884,0.1226,112.264,0.4245,0.3591,0.7755,0.5424,0.6074,0.837,0.7519,0.4402,0.6456,0.1346,0.1121,0.2467,0.333488429,0.264264264,0.081081081,Chad Pinder,15191,640461
2018,Jake Bauers,TBR,4.518255112,1.2125,0.206278026,0.434977578,0.358744394,0.1125,0.511,0.2996,0.1894,0.1498,0.4449,0.4053,87.64439112,12.06466333,0.0661,110.013,0.3128,0.2435,0.6388,0.4026,0.5966,0.801,0.7271,0.4026,0.567,0.1099,0.1866,0.2965,0.307556024,0.268041237,0.139175257,Jake Bauers,15194,641343
2018,Adam Frazier,PIT,3.617067633,1.56626506,0.196226415,0.490566037,0.313207547,0.036144578,0.3783,0.3483,0.2734,0.1536,0.4981,0.3483,87.97018721,10.38720795,0.03,105.495,0.3071,0.2751,0.6672,0.4497,0.7933,0.9136,0.8728,0.4453,0.5767,0.0572,0.1849,0.2421,0.342535727,0.150568181,0.082386363,Adam Frazier,15223,624428
2018,Kris Bryant,CHC,3.748113095,0.836206896,0.252631578,0.340350877,0.407017543,0.094827586,0.4807,0.3193,0.2,0.1895,0.4982,0.3123,85.76021264,17.80303804,0.0842,110.211,0.3333,0.2995,0.7363,0.4868,0.5872,0.8418,0.7524,0.4288,0.5996,0.1206,0.147,0.2675,0.3587433,0.234135667,0.105032822,Kris Bryant,15429,592178
2018,Ryon Healy,SEA,0.935924365,1.208633093,0.192105263,0.442105263,0.365789473,0.115107913,0.4476,0.3482,0.2042,0.1754,0.4817,0.3429,89.61108592,12.31459098,0.0654,112.044,0.4136,0.3607,0.6387,0.4747,0.576,0.9084,0.7593,0.41,0.6031,0.1142,0.1852,0.2994,0.296241445,0.215648854,0.051526717,Ryon Healy,15447,592387
2018,Hunter Renfroe,SDP,2.770538563,0.875,0.197324414,0.374581939,0.428093645,0.15625,0.4883,0.3311,0.1806,0.1806,0.3478,0.4716,89.90503094,18.42154402,0.1104,113.7,0.4348,0.3258,0.6724,0.4676,0.603,0.7839,0.7095,0.4093,0.6259,0.1359,0.172,0.3079,0.338293722,0.247165532,0.06802721,Hunter Renfroe,15464,592669
2018,Amed Rosario,NYM,7.044093209,1.674418604,0.208715596,0.495412844,0.295871559,0.116279069,0.3492,0.4127,0.2381,0.2041,0.5193,0.2766,87.81906795,7.851744186,0.0317,109.542,0.3197,0.4118,0.6935,0.5383,0.6356,0.8507,0.76,0.449,0.6723,0.1291,0.161,0.2901,0.29026454,0.201013513,0.048986486,Amed Rosario,15518,642708
2018,Aaron Judge,NYY,3.045917229,1.193548387,0.233082706,0.417293233,0.34962406,0.05376344,0.4023,0.312,0.2857,0.1353,0.3835,0.4812,94.70300752,12.3525565,0.1541,119.905,0.5414,0.2512,0.6379,0.403,0.4414,0.7914,0.6589,0.3927,0.5562,0.1375,0.1784,0.3159,0.390985427,0.305220883,0.152610441,Aaron Judge,15640,592450
2018,José Abreu,CHW,3.131324258,1.277372262,0.212121212,0.441919191,0.345959595,0.138686131,0.3914,0.399,0.2096,0.1717,0.4495,0.3788,91.2772747,12.18651481,0.0884,115.522,0.452,0.3723,0.6594,0.4903,0.6688,0.8687,0.7793,0.411,0.6239,0.1082,0.1717,0.2799,0.336944704,0.19710669,0.066907775,Jose Abreu,15676,547989
2018,Miguel Andujar,NYY,3.272910842,1.226744186,0.202083333,0.439583333,0.358333333,0.145348837,0.475,0.2917,0.2333,0.1938,0.4458,0.3604,89.1820443,12.15436313,0.0604,110.363,0.3646,0.3938,0.7396,0.5307,0.6969,0.9184,0.8191,0.3958,0.6634,0.096,0.1429,0.2389,0.360970834,0.160066006,0.041254125,Miguel Andujar,15878,609280
2018,Aledmys Díaz,TOR,2.50741546,0.986666666,0.181318681,0.406593406,0.412087912,0.113333333,0.4698,0.3077,0.2225,0.1923,0.489,0.3187,89.09780112,13.66862605,0.0632,112.915,0.3929,0.4012,0.8,0.5756,0.6456,0.8779,0.7868,0.4373,0.6836,0.1227,0.12,0.2427,0.321229316,0.137168141,0.050884955,Aledmys Diaz,15937,649557
2018,Willy Adames,TBR,3.216958251,1.711864406,0.175257731,0.520618556,0.304123711,0.084745762,0.3776,0.352,0.2704,0.1735,0.4796,0.3469,86.73298566,8.542628967,0.0663,110.641,0.2959,0.2759,0.7082,0.4665,0.5854,0.8169,0.7403,0.4409,0.5697,0.1211,0.1685,0.2897,0.327513038,0.294117647,0.095975232,Willy Adames,15986,642715
2018,Cody Bellinger,LAD,6.275601767,0.993902439,0.198529411,0.399509803,0.401960784,0.164634146,0.4523,0.3203,0.2274,0.1809,0.4181,0.401,89.84800606,16.2041793,0.0856,112.865,0.3814,0.2832,0.6687,0.4505,0.6226,0.7797,0.7238,0.4338,0.5807,0.1244,0.1634,0.2878,0.345159632,0.23892405,0.109177215,Cody Bellinger,15998,641355
2018,Trea Turner,WSN,6.843517819,1.482558139,0.178846153,0.490384615,0.33076923,0.127906976,0.4307,0.3539,0.2154,0.1873,0.4981,0.3146,89.12307692,9.261153471,0.0562,112.28,0.3858,0.2663,0.6504,0.4356,0.6766,0.8844,0.8133,0.4407,0.6243,0.0813,0.1859,0.2672,0.331185477,0.178378378,0.093243243,Trea Turner,16252,607208
2018,Yairo Muñoz,STL,2.765127619,2.326923076,0.224215246,0.542600896,0.233183856,0.019230769,0.3795,0.3616,0.2589,0.1518,0.4777,0.3705,87.36591753,4.605201619,0.0446,111.227,0.2946,0.3909,0.728,0.5286,0.5724,0.8736,0.7419,0.4085,0.617,0.1364,0.1356,0.2721,0.326323348,0.215805471,0.09118541,Yairo Munoz,16313,622168
2018,Michael Conforto,NYM,2.422483514,1.197183098,0.195876288,0.438144329,0.365979381,0.084507042,0.4304,0.317,0.2526,0.1778,0.4639,0.3582,87.99135921,12.45044457,0.0851,112.425,0.366,0.2764,0.6506,0.4318,0.5874,0.8396,0.7452,0.4152,0.5846,0.11,0.176,0.286,0.342336752,0.2492163,0.131661442,Michael Conforto,16376,624424
2018,Rhys Hoskins,PHI,2.646864526,0.563380281,0.191747572,0.291262135,0.516990291,0.112676056,0.5,0.3107,0.1893,0.199,0.4563,0.3447,88.9765243,22.52498711,0.1063,112.038,0.3889,0.2275,0.6059,0.391,0.6419,0.8743,0.7975,0.4321,0.5242,0.0792,0.1947,0.2738,0.363326666,0.227272727,0.131818181,Rhys Hoskins,16472,656555
2018,Kyle Schwarber,CHC,3.753457417,1.179245283,0.192307692,0.437062937,0.37062937,0.094339622,0.4364,0.3333,0.2302,0.1684,0.4296,0.4021,90.86293979,12.31374119,0.1237,117.073,0.4502,0.2524,0.6487,0.4137,0.5406,0.8212,0.7198,0.4072,0.5588,0.1159,0.173,0.2889,0.342747084,0.274509803,0.152941176,Kyle Schwarber,16478,656941
2018,Matt Chapman,OAK,4.457959648,1.025316455,0.203980099,0.402985074,0.393034825,0.139240506,0.4045,0.3499,0.2457,0.1613,0.4069,0.4318,93.11995402,14.91221896,0.0819,115.287,0.4764,0.2447,0.64,0.4139,0.6376,0.8637,0.7873,0.4281,0.5795,0.0881,0.1906,0.2787,0.369206973,0.237012987,0.094155844,Matt Chapman,16505,656305
2018,Isiah Kiner-Falefa,TEX,4.416062814,2.173913043,0.252559726,0.511945392,0.23549488,0.101449275,0.3867,0.3167,0.2967,0.1833,0.5233,0.2933,84.85836177,7.001467343,0.0067,107.867,0.2367,0.2873,0.5631,0.4099,0.7113,0.9493,0.8567,0.4446,0.5556,0.0587,0.2288,0.2875,0.300914515,0.156565656,0.07070707,Isiah Kiner-Falefa,16512,643396
2018,Ozzie Albies,ATL,6.212080561,0.971153846,0.213051823,0.38771593,0.399232245,0.096153846,0.4478,0.3112,0.241,0.1632,0.4934,0.3435,86.80652441,16.09659706,0.0398,109.872,0.2941,0.3824,0.823,0.5621,0.6815,0.8725,0.7955,0.4077,0.6345,0.1148,0.0964,0.2112,0.323777326,0.169590643,0.052631578,Ozzie Albies,16556,645277
2018,Colin Moran,PIT,1.991251086,1.525252525,0.262536873,0.445427728,0.292035398,0.04040404,0.3765,0.3176,0.3059,0.1529,0.5206,0.3265,88.17315404,10.66964605,0.05,107.804,0.3529,0.292,0.7424,0.498,0.6557,0.8855,0.8124,0.4573,0.5634,0.0934,0.1427,0.2361,0.322148277,0.176344086,0.083870967,Colin Moran,16909,592567
2018,Gleyber Torres,NYY,3.278812122,0.768656716,0.245222929,0.328025477,0.426751592,0.082089552,0.4222,0.327,0.2508,0.1397,0.4762,0.3841,88.87993879,18.95738891,0.0921,109.357,0.3683,0.3443,0.6867,0.4844,0.5592,0.8175,0.709,0.409,0.6219,0.141,0.1527,0.2937,0.349190378,0.252066115,0.086776859,Gleyber Torres,16997,650402
2018,Yoán Moncada,CHW,5.482686863,0.931034482,0.226519337,0.372928176,0.400552486,0.068965517,0.4137,0.3288,0.2575,0.1425,0.4904,0.3671,91.00498831,15.4485871,0.0877,113.09,0.4411,0.2331,0.6391,0.4108,0.4986,0.7984,0.7027,0.4376,0.6123,0.1221,0.1907,0.3128,0.311247848,0.333846153,0.103076923,Yoan Moncada,17232,660162
2018,Rafael Devers,BOS,3.1444485,1.196850393,0.151975683,0.462006079,0.386018237,0.157480314,0.3716,0.3656,0.2628,0.2054,0.4502,0.3444,90.90577508,11.24042583,0.0755,116.271,0.4169,0.3725,0.7371,0.5197,0.6355,0.8272,0.7453,0.4037,0.6429,0.1324,0.1324,0.2648,0.310035791,0.246938775,0.07755102,Rafael Devers,17350,646240
2018,JT Riddle,MIA,3.573320776,1.619718309,0.231404958,0.475206611,0.293388429,0.112676056,0.3796,0.3918,0.2286,0.1837,0.498,0.3184,87.57396856,7.875933509,0.049,106.051,0.2898,0.346,0.7038,0.5069,0.6992,0.8571,0.7978,0.4496,0.5633,0.1024,0.1581,0.2605,0.28165149,0.201807228,0.060240963,JT Riddle,17642,595375
2018,Alex Bregman,HOU,3.623655736,0.797297297,0.219178082,0.346379647,0.43444227,0.126126126,0.4844,0.3242,0.1914,0.1719,0.4746,0.3535,89.35511503,16.7628145,0.0742,107.598,0.3984,0.2001,0.6049,0.3711,0.7914,0.9279,0.8854,0.4225,0.5404,0.0425,0.2091,0.2517,0.395621419,0.120567375,0.136170212,Alex Bregman,17678,608324
2018,Andrew Benintendi,BOS,6.714364049,1.152941176,0.2375,0.408333333,0.354166666,0.04117647,0.3838,0.334,0.2822,0.1369,0.583,0.2801,88.60668385,12.76321519,0.0602,109.513,0.332,0.2838,0.708,0.4589,0.7651,0.8753,0.8353,0.4128,0.5658,0.0756,0.1468,0.2224,0.357384494,0.160363086,0.10741301,Andrew Benintendi,17901,643217
2018,Ian Happ,CHC,4.467608371,1.047619047,0.225225225,0.396396396,0.378378378,0.059523809,0.3604,0.3649,0.2748,0.1757,0.4414,0.3829,89.99594419,14.07261314,0.1216,110.478,0.4054,0.2466,0.6826,0.428,0.5036,0.7022,0.6354,0.416,0.5779,0.156,0.168,0.3239,0.328992472,0.361471861,0.151515151,Ian Happ,17919,664023
2018,Scott Kingery,PHI,5.530040191,0.857142857,0.242331288,0.349693251,0.40797546,0.127819548,0.4018,0.3686,0.2296,0.2296,0.5045,0.2659,86.1711168,17.39903799,0.0453,109.108,0.3051,0.3935,0.6462,0.5066,0.6183,0.8151,0.7307,0.4476,0.6777,0.1365,0.194,0.3304,0.262521088,0.260330578,0.049586776,Scott Kingery,17975,664068
2018,David Fletcher,LAA,5.1089734,1.164705882,0.26693227,0.39442231,0.338645418,0.188235294,0.4314,0.3216,0.2471,0.2157,0.4941,0.2902,83.998,13.43455957,0.0039,103.677,0.2039,0.2827,0.5373,0.4017,0.8362,0.9559,0.911,0.4672,0.6221,0.0357,0.2604,0.2962,0.296956952,0.110749185,0.048859934,David Fletcher,17992,664058
2018,Paul DeJong,STL,3.136158374,0.721428571,0.242138364,0.317610062,0.440251572,0.157142857,0.456,0.283,0.261,0.1855,0.4277,0.3868,89.3232729,19.07493735,0.0846,110.4,0.4013,0.2981,0.6659,0.4582,0.5528,0.8791,0.7591,0.4351,0.5837,0.1103,0.1824,0.2927,0.3207469,0.251020408,0.073469387,Paul DeJong,18015,657557
2018,Harrison Bader,STL,6.464982745,1.188235294,0.267716535,0.397637795,0.334645669,0.14117647,0.4654,0.2962,0.2385,0.2154,0.4077,0.3769,87.0622078,13.70673232,0.0654,113.605,0.3077,0.3061,0.6455,0.4509,0.5949,0.834,0.7409,0.4266,0.5948,0.1168,0.1806,0.2974,0.326420977,0.292740046,0.072599531,Harrison Bader,18030,664056
2018,Brian Anderson,MIA,3.528763668,1.818181818,0.196544276,0.518358531,0.285097192,0.06060606,0.3844,0.3542,0.2613,0.162,0.4557,0.3823,90.20973688,8.725281554,0.0562,113.333,0.4233,0.2814,0.6865,0.4619,0.6505,0.849,0.782,0.4457,0.5821,0.1007,0.159,0.2598,0.333025966,0.192537313,0.092537313,Brian Anderson,18289,605119
